name,name_ja,address,video_url,lat,lng
台大胖妞冰店,だいだいはんちゅうひょうてん,台北市中正區徐州路18巷口,https://www.youtube.com/watch?v=euMrIROjqUg,,
三福茶行,さんふくちゃこう,台北市中山区四平街46號,https://www.youtube.com/watch?v=srzs31r7r18,,
春美 梅干菜飯,しゅんび ばいかんさいはん,台北市萬華區華西街攤位12號,https://www.youtube.com/watch?v=ol3ytBjnRjg,,
鼎泰豊,ディンタイフォン,,https://www.youtube.com/watch?v=i58G-RcPQA0,,
司機倶楽部,,105台北市松山區南京東路五段399之2號,https://www.youtube.com/watch?v=BR5RTsFiKsU,,
來來豆漿,ライライトウジャン,,https://www.youtube.com/watch?v=Qp09yWO9RBY,,
宜蘭文昌炸醤麺,イーラン ウェンショウ ジャージャン麺,,https://www.youtube.com/watch?v=4c0gytJcYSg,,
北門蒜味肉羹,ベイメン ニンニク風味 肉羹,,https://www.youtube.com/watch?v=4c0gytJcYSg,,
原味豆花,ゲンミ トウファ,,https://www.youtube.com/watch?v=4c0gytJcYSg,,
羅東紅豆湯圓,ルオドン アズキ タンユアン,,https://www.youtube.com/watch?v=4c0gytJcYSg,,
鶏肉麺,鶏肉麺,,https://www.youtube.com/watch?v=U-f-qU8IrgI,,
好好味冰火菠蘿油,,,https://www.youtube.com/watch?v=U-f-qU8IrgI,,
金龍焢肉飯,金龍焢肉飯,,https://www.youtube.com/watch?v=4x9oPv5bdFQ,,
久榮自助餐,久榮自助餐,,https://www.youtube.com/watch?v=4x9oPv5bdFQ,,
易易海南雞飯,易易海南雞飯,,https://www.youtube.com/watch?v=4x9oPv5bdFQ,,
南門市場,なんもんしじょう,,https://www.youtube.com/watch?v=HF6qAwsU_HE,,
Sleepy Tofu Taipei Store,スリーピートウフ タイペイストア,,https://www.youtube.com/watch?v=t4A8A1ZxTsc,,
施福建好吃雞肉,,,https://www.youtube.com/watch?v=BCT3GfE2Dx8,,
來來冰室ComeCome Benz,,,https://www.youtube.com/watch?v=BCT3GfE2Dx8,,
士林廣澤擔仔麺,しりん こうたく たんあめん,,https://www.youtube.com/watch?v=47ll1A2sxrs,,
華榮市場,かえい いちば,,https://www.youtube.com/watch?v=47ll1A2sxrs,,
東道飲食亭,とうどういんしょくてい,,https://www.youtube.com/watch?v=g_gkVq4wAmI,,
最高 居酒屋,さいこう いざかや,,https://www.youtube.com/watch?v=TOBMMOycO8Q,,
よしの,よしの,"No. 24, Lane 119, Linsen North Road, Zhongshan District, Taipei City, 104",https://www.youtube.com/watch?v=TOBMMOycO8Q,,
2馬快炒,2馬快炒,,https://www.youtube.com/watch?v=TOBMMOycO8Q,,
麗英麺攤,麗英麺攤,,https://www.youtube.com/watch?v=TOBMMOycO8Q,,
良得小吃店,りょうとくしょうしょくてん,,https://www.youtube.com/watch?v=sSqeEBWUj2Q,,
四草緑色隧道,シソウリョクショクトンドウ,,https://www.youtube.com/watch?v=iqsXBZRQmIY,,
快焱自助餐店,快焱自助餐店,,https://www.youtube.com/watch?v=kILB27Ebios,,
梁記滷味,,,https://www.youtube.com/watch?v=y5TS-4bwmB0,,
駱記小炒,,台北市大安区通化街39巷50弄27号,https://www.youtube.com/watch?v=y5TS-4bwmB0,,
御品元傳統手工元宵,,,https://www.youtube.com/watch?v=y5TS-4bwmB0,,
通化夜市九份芋圓,,,https://www.youtube.com/watch?v=y5TS-4bwmB0,,
雙連良鹹湯圓,そうれんりょうかんとうえん,,https://www.youtube.com/watch?v=5cx64ggHZGo,,
打咔生猛活海鮮,だかせいもうかつかいせん,,https://www.youtube.com/watch?v=t9J42hE7Ug0,,
一番屋,一番屋,,https://www.youtube.com/watch?v=0jQOyC2gIuA,,
李家良友牛肉麺,李家良友牛肉麺,,https://www.youtube.com/watch?v=FEP8QUHSdG0,,
北大荒水餃店,ホクタイコウすいぎょうざてん,,https://www.youtube.com/watch?v=oQsefpQdNeE,,
幸福肥計劃咖啡店,コウフクヒケイカクコーヒーてん,,https://www.youtube.com/watch?v=oQsefpQdNeE,,
六月初一,ロクガツショイチ,,https://www.youtube.com/watch?v=oQsefpQdNeE,,
本願豆花 漢中店,ほんがんとうか かんちゅうてん,,https://www.youtube.com/watch?v=lgMO28j3su4,,
司法院員工餐廳,司法院職員食堂,,https://www.youtube.com/watch?v=SUfbMArT7CQ,,
小鮮肉創意湯包,しょうせんにくそうい とうほう,,https://www.youtube.com/watch?v=kElKsZwMQxs,,
拾梯甜日式舒芙蕾專売店,じゅったいてん にっしき しゅふれせんばいてん,,https://www.youtube.com/watch?v=kElKsZwMQxs,,
永楽市場,えいらくいちば,,https://www.youtube.com/watch?v=Bju-vEnJ7M4,,
小南門福州傻瓜乾麵 延平總店,しょうなんもんふくしゅうあほかんめん えんへいそうてん,,https://www.youtube.com/watch?v=Fl-3NIR2T_k,,
陸光小吃館,ろくこうしょうしょくかん,,https://www.youtube.com/watch?v=TW5eO0MYI9w,,
金旺来蔬果専売店,きんおうらいそかせんばいてん,,https://www.youtube.com/watch?v=TW5eO0MYI9w,,
山東婆婆,さんとうばあば,,https://www.youtube.com/watch?v=DZjtXwxa1Yw,,
吳寶春麥方店 臺北信義旗艦店,ゴーポーチュンマイファンディエン タイベイシンギキシャンテン,,https://www.youtube.com/watch?v=DZjtXwxa1Yw,,
老漿家,ろうしょうか,,https://www.youtube.com/watch?v=GwUOO0KQ2CU,,
以馬內利鮮魚湯,いばないりせんぎょたん,,https://www.youtube.com/watch?v=cE04vNdqq90,,
蜜密牛軋餅,みつみつぎゅうこうべい,,https://www.youtube.com/watch?v=cE04vNdqq90,,
許記意麺,,,https://www.youtube.com/watch?v=VaEPizy_eE0,,
昶鴻麺店,ちょうこうめんてん,,https://www.youtube.com/watch?v=04YuOR1wnco,,
華西街觀光夜市,かせいがいかんこうよいち,,https://www.youtube.com/watch?v=04YuOR1wnco,,
69年老店麺攤,69年老店麺攤,103台北市大同區華陰街101巷5號,https://www.youtube.com/watch?v=3pRF0Oi0jrs,,
迪化街,,,https://www.youtube.com/watch?v=3pRF0Oi0jrs,,
滋養製菓,じよう製菓,,https://www.youtube.com/watch?v=3pRF0Oi0jrs,,
Jolley Hotel,,,https://www.youtube.com/watch?v=3pRF0Oi0jrs,,
鶏湯栄麺食館,けいとうえいめんしょくかん,,https://www.youtube.com/watch?v=3pRF0Oi0jrs,,
榕美樹館,ようびじゅかん,,https://www.youtube.com/watch?v=3pRF0Oi0jrs,,
精気神養生会館中山店,,,https://www.youtube.com/watch?v=3pRF0Oi0jrs,,
新娘子麺店小吃,しんよめこめんてんしょうしょく,,https://www.youtube.com/watch?v=gtbcD5ETkRI,,
台灣美食/地方小吃,,,https://www.youtube.com/watch?v=6syfIzAfEzg,,
糖村SUGAR&SPICE,,,https://www.youtube.com/watch?v=6syfIzAfEzg,,
鴨肉麺,アヒル肉麺,,https://www.youtube.com/watch?v=sbmVQj-1s5U,,
江浙點心,こうせつてんしん,,https://www.youtube.com/watch?v=zcljZJ_ClgM,,
上信饌玉,じょうしんせんぎょく,,https://www.youtube.com/watch?v=zcljZJ_ClgM,,
千里行足體養生會館,せんりこうそくたいようせいかいかん,,https://www.youtube.com/watch?v=r15cdcPkMyU,,
喜悦川菜,きえつせんさい,,https://www.youtube.com/watch?v=TVbQ-4XfyXk,,
如香小炒店,,,https://www.youtube.com/watch?v=krTNiWYZdWk,,
義美食品,,,https://www.youtube.com/watch?v=krTNiWYZdWk,,
阿芳魯肉飯,アーファン ルーローハン,,https://www.youtube.com/watch?v=hTNUgxXV1tU,,
正義豆漿店,せいぎとうしょうてん,,https://www.youtube.com/watch?v=a5yaS6AU8SA,,
阿田麺,阿田麺,241新北市三重區光興街34號,https://www.youtube.com/watch?v=RQIkoztQptQ,,
吳家牛肉麺店,ゴカギュウニクメンテン,,https://www.youtube.com/watch?v=KcdM3ZIiE04,,
北投 呉家豆花,ホクトウ ゴカトウファ,,https://www.youtube.com/watch?v=KcdM3ZIiE04,,
老担麺店,,,https://www.youtube.com/watch?v=_PU_gcedg-4,,
龍都冰果専業家,りゅうとひょうかせんぎょうか,108台北市萬華區和平西路三段192號,https://www.youtube.com/watch?v=_PU_gcedg-4,,
派對恐龍雞蛋糕,はていきょうりゅうけいたんごう,,https://www.youtube.com/watch?v=wrmB5iPo-I4,,
青島餃子館,せいとうぎょうざかん,,https://www.youtube.com/watch?v=5C0m-keRTVY,,
甜庄豆花,てんしょうとうか,,https://www.youtube.com/watch?v=5C0m-keRTVY,,
華南排骨便當專門店,かなん排骨弁当専門店,,https://www.youtube.com/watch?v=Kd8dYpbZ-Oo,,
台北李儀餅店,台北李儀餅店,,https://www.youtube.com/watch?v=Kd8dYpbZ-Oo,,
河南熗鍋麺,かわなんせんなべめん,,https://www.youtube.com/watch?v=VNlqSSJ0D68,,
享味清粥,しょうみせいかゆ,,https://www.youtube.com/watch?v=alZ-5rn9vNg,,
上宇林,じょううりん,,https://www.youtube.com/watch?v=alZ-5rn9vNg,,
小樂精緻麵食館 民權店,小樂精緻麵食館 民權店,,https://www.youtube.com/watch?v=vQpDqV4biaA,,
三角氷氷品專賣店,三角氷氷品專賣店,,https://www.youtube.com/watch?v=vQpDqV4biaA,,
海爺四號乾麺店,,,https://www.youtube.com/watch?v=PLRDjTQOSjo,,
Mr.雪腐,,,https://www.youtube.com/watch?v=PLRDjTQOSjo,,
包 Great,パオ グレート,,https://www.youtube.com/watch?v=lVC_D3cqNT8,,
Soypresso,,,https://www.youtube.com/watch?v=lVC_D3cqNT8,,
開心茶舗（開心涼麺）,カイシンチャーフー（カイシンリョウメン）,,https://www.youtube.com/watch?v=GE1wCSLDIps,,
漫花時（原八号甜）豆花 石花凍,マンファーシー（ゲンハチゴウティエン）トウホア シセキカトウ,,https://www.youtube.com/watch?v=GE1wCSLDIps,,
新屋客家麺,しんおくかっかめん,,https://www.youtube.com/watch?v=T1seRxtpY_k,,
阿国切仔麺,アークオクウェイムェン,"No. 20號, Jinxi Street, Zhongshan District, Taipei City, 104",https://www.youtube.com/watch?v=KPaNwlhEYw4,,
大苑子,,,https://www.youtube.com/watch?v=KPaNwlhEYw4,,
大麦美而美,,,https://www.youtube.com/watch?v=gXjfdk1fsMU,,
紫琳蒸餃館,しりんせいぎょうかん,,https://www.youtube.com/watch?v=l8kmt_6C4EU,,
庄頭豆花担,しょうとうとうかたん,,https://www.youtube.com/watch?v=l8kmt_6C4EU,,
路易莎咖啡,ルイーザコーヒー,,https://www.youtube.com/watch?v=0ry1dOO_5F4,,
景気便當店,景気弁当店,"No. 1號, Lane 416, Linsen North Road, Zhongshan District, Taipei City, 104",https://www.youtube.com/watch?v=0ry1dOO_5F4,,
松青素食館,松青素食館,"No. 4號之1號, Jinxi Street, Zhongshan District, Taipei City, 10491",https://www.youtube.com/watch?v=0ry1dOO_5F4,,
めこMEKO進口食品,めこMEKO進口食品,,https://www.youtube.com/watch?v=0ry1dOO_5F4,,
全聯福利中心,全聯福利中心,,https://www.youtube.com/watch?v=0ry1dOO_5F4,,
阿亮水餃,阿亮水餃,,https://www.youtube.com/watch?v=0ry1dOO_5F4,,
貴哥福州麺,貴哥福州麺,,https://www.youtube.com/watch?v=0ry1dOO_5F4,,
光明街油飯,光明街油飯,,https://www.youtube.com/watch?v=k09mVVcyEok,,
福州小吃,福州小吃,,https://www.youtube.com/watch?v=k09mVVcyEok,,
嘉義鶏肉飯,嘉義鶏肉飯,"No. 238號, Jianguo Road, Xindian District, New Taipei City, 231",https://www.youtube.com/watch?v=k09mVVcyEok,,
第一家魯肉飯,だいいっちゃるーろうはん,,https://www.youtube.com/watch?v=BLsRQiO-URk,,
阿川蚵仔麺線,,,https://www.youtube.com/watch?v=VxRPpfF-dg0,,
李製餅家,りせいべいか,,https://www.youtube.com/watch?v=QqBOrJ_mTZE,,
龍記搶鍋麺,龍記搶鍋麺,,https://www.youtube.com/watch?v=qjFgiq_6Pnk,,
夯麻吉（沖縄日式碳烤麻糬）,夯麻吉（沖縄日式炭焼き大福）,,https://www.youtube.com/watch?v=qjFgiq_6Pnk,,
瑞安豆漿大王,ずいあんとうしょうたいおう,,https://www.youtube.com/watch?v=AaLatAC4HHE,,
CO CO都可流行生活飲食,ここかりこう せいかつ いんしょく,,https://www.youtube.com/watch?v=AaLatAC4HHE,,
台北市公有安東市場,たいほくし こうゆう あんとういちば,,https://www.youtube.com/watch?v=AaLatAC4HHE,,
杉味豆花,スギミトウファ,,https://www.youtube.com/watch?v=6iQS6m7z_3A,,
Louisa Coffee 路易．莎咖啡,ルイーサコーヒー（桃園中正門市）,台湾 桃園市（正確な住所は概要欄に記載なし）,https://www.youtube.com/watch?v=jHv6nRIOGgU,,
ホテルオークラ プレステージ台北,ホテルオークラ プレステージ台北,10491台北市中山區南京東路一段9號,https://www.youtube.com/watch?v=jHv6nRIOGgU,,
Louisa Coffee 路易莎咖啡,ルイーサコーヒー（錦州門市）,,https://www.youtube.com/watch?v=jHv6nRIOGgU,,
Louisa coffee,ルイーザコーヒー,"300, Hsinchu City, East District, Zhongzheng Rd, 2號1、2樓",https://www.youtube.com/watch?v=4QBPH9TYoBQ,,
山東饅頭 創始店,山東饅頭 創始店,"300, Hsinchu City, East District, Zhongyang Rd, 179號",https://www.youtube.com/watch?v=4QBPH9TYoBQ,,
Donutes,ドーナツ,"No. 110號, Fuxing Rd, Taoyuan District, Taoyuan City, 330",https://www.youtube.com/watch?v=4QBPH9TYoBQ,,
中原夜市,中原夜市,"Shijian Road, Zhongyuan Night Market",https://www.youtube.com/watch?v=4QBPH9TYoBQ,,
故郷味麺糊蛋餅,故郷味麺糊蛋餅,,https://www.youtube.com/watch?v=4QBPH9TYoBQ,,
同學麵店,同學麵店,,https://www.youtube.com/watch?v=4QBPH9TYoBQ,,
転咖啡店 Return Coffee,転咖啡店 リターン コーヒー,,https://www.youtube.com/watch?v=8S133IxKzzc,,
水蜜桃時尚旅店 Peach Hotel,水蜜桃時尚旅店 ピーチホテル,,https://www.youtube.com/watch?v=8S133IxKzzc,,
黒皮カ魯肉飯 HAPPY-HWA,黒皮カ魯肉飯 ハッピーファ,,https://www.youtube.com/watch?v=8S133IxKzzc,,
新竹仮日花市,新竹仮日花市,,https://www.youtube.com/watch?v=8S133IxKzzc,,
城隍廟夜市,城隍廟夜市,,https://www.youtube.com/watch?v=8S133IxKzzc,,
柳家肉燥飯,柳家肉燥飯,,https://www.youtube.com/watch?v=8S133IxKzzc,,
廟口鴨香飯,廟口鴨香飯,,https://www.youtube.com/watch?v=8S133IxKzzc,,
公園黒乾麺,公園黒乾麺,,https://www.youtube.com/watch?v=8S133IxKzzc,,
許二姊,許二姊,,https://www.youtube.com/watch?v=8S133IxKzzc,,
UNIQLO Big City,ユニクロ ビッグ シティ,,https://www.youtube.com/watch?v=8S133IxKzzc,,
東門市場,東門市場,,https://www.youtube.com/watch?v=8S133IxKzzc,,
STARBUCKS 星巴克 (日月潭門市),スターバックス（日月潭店）,,https://www.youtube.com/watch?v=cK3Z-QIM4kc,,
江技旧記餛飩店,,,https://www.youtube.com/watch?v=cK3Z-QIM4kc,,
天涯海餃,,,https://www.youtube.com/watch?v=cK3Z-QIM4kc,,
阿蘭姉小吃店,,,https://www.youtube.com/watch?v=cK3Z-QIM4kc,,
翁記水晶餃,,,https://www.youtube.com/watch?v=cK3Z-QIM4kc,,
一口香餡餅,,,https://www.youtube.com/watch?v=cK3Z-QIM4kc,,
湯家大肉圓,,,https://www.youtube.com/watch?v=cK3Z-QIM4kc,,
STARBUCKS,スターバックス,,https://www.youtube.com/watch?v=egYap6dDexE,,
天津苟不理湯包,てんしんこうふりとうほう,,https://www.youtube.com/watch?v=egYap6dDexE,,
日月潭明湖采堤渡仮館,にちげつたんめいこさいていどかかん,,https://www.youtube.com/watch?v=egYap6dDexE,,
金盆阿嬤的香菰茶葉蛋（玄光店）,きんぼんあばあのこうぎょくちゃよぎらん,,https://www.youtube.com/watch?v=egYap6dDexE,,
敝姓鍋 - 南投日月潭店,へいせいなべ,,https://www.youtube.com/watch?v=egYap6dDexE,,
cama café 彰化站前店,,,https://www.youtube.com/watch?v=7P9YI0QrAjk,,
彰化素食,,,https://www.youtube.com/watch?v=7P9YI0QrAjk,,
猫鼠麺,,,https://www.youtube.com/watch?v=7P9YI0QrAjk,,
挪威森林台中行旅1号館,,,https://www.youtube.com/watch?v=7P9YI0QrAjk,,
路易莎咖啡 台中民権門市,,,https://www.youtube.com/watch?v=7P9YI0QrAjk,,
洪瑞珍 創始店,,,https://www.youtube.com/watch?v=7P9YI0QrAjk,,
上海未名酸梅湯麺點,,,https://www.youtube.com/watch?v=7P9YI0QrAjk,,
饕之郷李姐的店,,,https://www.youtube.com/watch?v=7P9YI0QrAjk,,
逢甲夜市,逢甲夜市,,https://www.youtube.com/watch?v=7P9YI0QrAjk,,
冠軍滷肉飯 蚵仔煎,,,https://www.youtube.com/watch?v=7P9YI0QrAjk,,
逢甲温家地瓜球,,,https://www.youtube.com/watch?v=7P9YI0QrAjk,,
逢甲丹丹香葱油餅,,,https://www.youtube.com/watch?v=7P9YI0QrAjk,,
彰化桜山飯店,しょうかおうざんはんてん,,https://www.youtube.com/watch?v=Y08QCEoipH8,,
蚵ㄚ仁肉臊飯/爌肉飯,とろとろぶたのかくになご飯,,https://www.youtube.com/watch?v=Y08QCEoipH8,,
彰化木瓜牛奶大王,しょうかもくかぎゅうにゅうだいおう,,https://www.youtube.com/watch?v=Y08QCEoipH8,,
老担阿璋肉圓,ろうたんあしょうにくえん,,https://www.youtube.com/watch?v=Y08QCEoipH8,,
米弎豆お茶処 / MISATO,みさとおちゃどころ,,https://www.youtube.com/watch?v=Y08QCEoipH8,,
阿章爌肉飯,あしょうとろとろぶたのかくになご飯,,https://www.youtube.com/watch?v=Y08QCEoipH8,,
Louisa Coffee 路易．莎咖啡(嘉義圓環門市),,,https://www.youtube.com/watch?v=H-dtB9ra6x8,,
日式甜點,,,https://www.youtube.com/watch?v=H-dtB9ra6x8,,
Grand Earl Hotel,,,https://www.youtube.com/watch?v=H-dtB9ra6x8,,
斗六第二市場,,,https://www.youtube.com/watch?v=H-dtB9ra6x8,,
雲林斗六市雲中街生活聚落,,,https://www.youtube.com/watch?v=H-dtB9ra6x8,,
太平老街,,,https://www.youtube.com/watch?v=H-dtB9ra6x8,,
金億陽蘑菰農場,,,https://www.youtube.com/watch?v=H-dtB9ra6x8,,
京城北方麺食館,,,https://www.youtube.com/watch?v=H-dtB9ra6x8,,
阿国獅魷魚羹,,,https://www.youtube.com/watch?v=H-dtB9ra6x8,,
長興円仔氷（長興氷店）,,,https://www.youtube.com/watch?v=H-dtB9ra6x8,,
斗六米倉肉燥飯,,,https://www.youtube.com/watch?v=H-dtB9ra6x8,,
国園商務大飯店,,,https://www.youtube.com/watch?v=Sgx4FYP-f5w,,
和平嘉義火鶏肉飯,わへい嘉義火鶏肉飯,"No. 107, Heping Road, East District, Chiayi City, 600",https://www.youtube.com/watch?v=Sgx4FYP-f5w,,
民主火鶏肉飯,みんしゅ火鶏肉飯,"No. 149號, Minzu Road, East District, Chiayi City, 600",https://www.youtube.com/watch?v=Sgx4FYP-f5w,,
郭家雞肉飯,かくか鶏肉飯,"No. 148號, Wenhua Road, East District, Chiayi City, 600",https://www.youtube.com/watch?v=Sgx4FYP-f5w,,
嘉義垂楊路火鶏肉飯咖哩飯,,,https://www.youtube.com/watch?v=Sgx4FYP-f5w,,
美味火鶏肉飯,,,https://www.youtube.com/watch?v=Sgx4FYP-f5w,,
荘家火鶏肉飯,,,https://www.youtube.com/watch?v=Sgx4FYP-f5w,,
阿霞火雞肉飯,,,https://www.youtube.com/watch?v=Sgx4FYP-f5w,,
首相大飯店,しゅそうだいはんてん,,https://www.youtube.com/watch?v=wtzYTLSn7iI,,
邱家小巻米粉,きゅうかしょうかんべいふん,,https://www.youtube.com/watch?v=wtzYTLSn7iI,,
小公園擔仔麵,しょうこうえんたんつーめん,,https://www.youtube.com/watch?v=wtzYTLSn7iI,,
八寶冰圓仔惠,はちほうひょうえんしけい,,https://www.youtube.com/watch?v=wtzYTLSn7iI,,
江川肉燥飯,こうせんにくそはん,,https://www.youtube.com/watch?v=wtzYTLSn7iI,,
会饗牛肉湯,かいきょうぎゅうにくとう,,https://www.youtube.com/watch?v=wtzYTLSn7iI,,
手工魚餃麵 沙茶麵,しゅこうぎょぎょうめん さちゃめん,,https://www.youtube.com/watch?v=wtzYTLSn7iI,,
正忠排骨飯成功店,せいちゅうはいこつはんせいこうてん,,https://www.youtube.com/watch?v=wtzYTLSn7iI,,
台南土城新厝土魠魚羹,,,https://www.youtube.com/watch?v=Vb-CqxYH4fI,,
阿明豬心冬粉,,,https://www.youtube.com/watch?v=Vb-CqxYH4fI,,
台南開元路虱目魚,,,https://www.youtube.com/watch?v=Vb-CqxYH4fI,,
一味品碗粿,,,https://www.youtube.com/watch?v=Vb-CqxYH4fI,,
落成米糕,,,https://www.youtube.com/watch?v=Vb-CqxYH4fI,,
添厚,,,https://www.youtube.com/watch?v=Vb-CqxYH4fI,,
Louisa Coffee 路易．莎咖啡(澎湖馬公店),,"880, Penghu County, Magong City, Ren'ai Rd, 77號",https://www.youtube.com/watch?v=1dB8dVZfUFE,,
鍾記燒餅,,,https://www.youtube.com/watch?v=1dB8dVZfUFE,,
阿民刈包（文康七號）,,,https://www.youtube.com/watch?v=1dB8dVZfUFE,,
Dynasty Hotel Tainan,,,https://www.youtube.com/watch?v=1dB8dVZfUFE,,
修安扁担豆花,,,https://www.youtube.com/watch?v=1dB8dVZfUFE,,
永樂燒肉飯,,700台南市中西區民族路三段16號,https://www.youtube.com/watch?v=1dB8dVZfUFE,,
cama café 台南公園店,,,https://www.youtube.com/watch?v=1dB8dVZfUFE,,
福泰飯桌 第三代,ふくたいはんたく だいさんだい,700台南市中西區民族路二段219號,https://www.youtube.com/watch?v=1dB8dVZfUFE,,
福昇小食,,,https://www.youtube.com/watch?v=1dB8dVZfUFE,,
首相大飯店 Premier Hotel,,,https://www.youtube.com/watch?v=1dB8dVZfUFE,,
Addict restaurant癮餐庁,,"880, Penghu County, Magong City, Linsen Rd, 47號",https://www.youtube.com/watch?v=ZWBBu_xcwjg,,
華珍活海鮮澎湖海鮮餐庁,,,https://www.youtube.com/watch?v=ZWBBu_xcwjg,,
小隠鍋 澎湖民生店,,,https://www.youtube.com/watch?v=ZWBBu_xcwjg,,
